wave,match,int_corr,samerace,age_o,race_o,age,race,imprace,income,income_num,age_gap
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.180,0,25,6.000,28.000,1.000,7.000,30,855.00,30855.000,3.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.010,0,27,4.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,0.380,0,27,2.000,28.000,1.000,7.000,30,855.00,30855.000,1.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.020,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.160,0,32,2.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.090,0,28,3.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,0.100,0,23,2.000,28.000,1.000,7.000,30,855.00,30855.000,5.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,-0.030,0,26,2.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,0.510,0,24,4.000,28.000,1.000,7.000,30,855.00,30855.000,4.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,-0.070,0,28,2.000,28.000,1.000,7.000,30,855.00,30855.000,0.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.000,0,42,2.000,28.000,1.000,7.000,30,855.00,30855.000,14.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
9,0,0.450,0,30,3.000,28.000,1.000,7.000,30,855.00,30855.000,2.000
